hours_studied,attendance,participation,previous_grades,final_grade,PCA1,PCA2,Cluster
3.745401188473625,0.5157145928433671,0.6420316461542878,62.067268846744305,64.12495475343731,-0.5966616512775339,0.07129963839028829,1
9.50714306409916,0.8182052056318903,0.08413996499504883,81.25418526272591,96.10211626718267,0.40071878419794305,0.3085005873631268,0
7.319939418114051,0.6571779905381634,0.16162871409461377,81.62540486440426,80.21009489791429,0.14283355767496556,0.1106831169108398,0
5.986584841970366,0.7542853455823514,0.8985541885270792,85.49719605992826,93.05829864430967,0.12914181867398125,0.3199964006491389,0
1.5601864044243652,0.9537832369630466,0.6064290596595899,89.04365334890646,72.80198404122447,0.023720494829224423,-0.5178350287979036,2
1.5599452033620265,0.6246461145744375,0.009197051616629648,99.03408317850139,95.82092913984802,0.8121163283487206,-0.15272813404157767,2
0.5808361216819946,0.7051914615178149,0.1014715428660321,80.65201393204781,75.56806714936653,0.15049145075524875,-0.41126401029593196,2
8.661761457749352,0.8777755692715243,0.6635017691080558,72.91825891764984,60.433506059211936,-0.5461778139606911,-0.07131676188726428,1
6.011150117432088,0.6143990827458112,0.005061583846218687,91.80744779074814,96.21527905677056,0.6510901438685126,0.17854476708536213,2
7.080725777960454,0.5384899549143964,0.16080805141749865,70.83329005048297,63.65146707144534,-0.300807755845818,0.03983484251018874,1
0.20584494295802447,0.6448757264568841,0.5487337893665861,77.55885682822544,72.7725455036166,-0.12371258374598436,-0.26717584949628964,1
9.699098521619943,0.5806106436270022,0.6918951976926933,63.13825525369064,98.0024786820322,-0.11467309021410808,0.8613922167785759,0
8.324426408004218,0.9648488261712865,0.6519612595026005,61.0140297366183,98.02428587750225,-0.12282762120451282,0.45029973939539814,0
2.1233911067827616,0.9040601897822085,0.22426930946055978,98.505936587117,82.93751552493144,0.495595038364963,-0.4770474109414986,2
1.8182496720710062,0.8167018782552118,0.7121792213475359,93.43920482048824,85.27348848679196,0.25541073477468723,-0.2061734691824064,2
1.8340450985343382,0.9357302950938589,0.23724908749680007,87.83896824374793,77.93782087913279,0.23536239552468496,-0.5131003875198128,2
3.0424224295953772,0.9018360384495572,0.3253996981592677,76.3581177765708,71.72843086792258,-0.10462100707139925,-0.39199134434822624,1
5.247564316322379,0.5932850294430179,0.7464914051180241,66.93177280283383,73.14658181479663,-0.42971772366017813,0.2188234897561574,1
4.319450186421157,0.9462794992449889,0.6496328990472147,66.25748170684344,86.90073824308153,-0.1714342934389926,0.030021464184016224,1
2.9122914019804194,0.7696711209578253,0.8492234104941779,70.00971592658381,90.09498117750721,-0.12070895022624621,0.1763088217577655,0
6.118528947223795,0.9037200775820313,0.6576128923003434,81.96906658824481,91.66316174903395,0.14296673401730153,0.1327052198633865,0
1.3949386065204183,0.9480456499617467,0.5683086033354716,88.5838369080025,91.58472571178216,0.33976316758092673,-0.2630968369362266,2
2.9214464853521815,0.6590017374859319,0.09367476782809248,86.40789506870925,63.64824412194761,0.028885505308095093,-0.4443897424432676,2
3.663618432936917,0.5550259622638384,0.3677158030594335,71.19735587783771,79.77681218810326,-0.07832981939429308,0.10927049342113027,0
4.56069984217036,0.6139675812709708,0.26520236768172545,98.19461122652777,62.30235040066577,0.11394631581376101,-0.3598680784944812,2
7.851759613930136,0.7135538943131281,0.24398964337908358,89.51587666783074,81.98115529294942,0.2617659092706714,0.08702900536899566,2
1.9967378215835974,0.9090073829612466,0.9730105547524456,82.17416210045603,77.66122005493509,-0.16448426200086028,-0.22643227789594814,1
5.142344384136116,0.9303652916281717,0.3930977246667604,84.46882984937409,95.508167310332,0.3654766003930123,0.010034928042328901,2
5.924145688620425,0.5034760652655954,0.8920465551771133,76.7840024971116,74.03660050208315,-0.3181987504059166,0.32244379205489176,0
0.46450412719997725,0.7553736512887829,0.6311386259972629,69.9092395800463,64.68268065710423,-0.4199746253648354,-0.3836758687626943,1
6.075448519014383,0.7087055015743895,0.7948113035416484,74.23890714605047,65.71966728211343,-0.46055937566881316,0.024841212352206238,1
1.7052412368729153,0.6110539052353652,0.5026370931051921,90.31384441857476,90.46042526869888,0.37782653033386154,-0.0006961456490656051,2
0.6505159298527952,0.5599326836668415,0.5769038846263591,60.57573954519023,84.72872253265044,-0.22480755136501657,0.13276380347303446,1
9.488855372533333,0.668807585701814,0.4925176938188639,64.64290562027665,64.04490704491161,-0.5607648217479567,0.21898218019630447,1
9.656320330745594,0.9714548519562596,0.1952429877980445,61.84010568087011,63.364272244599896,-0.5027523729723123,-0.11038351678067661,1
8.08397348116461,0.6616014660103776,0.7224521152615053,61.62915209275881,88.0387652583648,-0.29747004541618344,0.5724376488044842,0
3.0461376917337066,0.7593953108716831,0.2807723624408558,94.21842336044028,62.91052025456774,0.06683678538488005,-0.53474246986449,2
0.9767211400638387,0.8515094794475889,0.02431596643145384,88.14631437520094,92.87440237161425,0.5815268974100121,-0.34380227238241506,2
6.842330265121569,0.681814801189647,0.6454722959071678,78.966953163493,88.24968908625985,0.037515437901831136,0.3372246485861121,0
4.4015249373960135,0.9858910413604803,0.17711067940704894,63.91336642604006,63.25395122567599,-0.40421725421679905,-0.45916191448434485,1
1.2203823484477883,0.9812236474710556,0.9404585843529143,79.6646350046733,63.39350856340768,-0.4174917966637582,-0.5304201552808262,1
4.951769101112702,0.6258911479126821,0.9539285770025874,78.93887083122263,99.46558314004702,0.11590980777339623,0.5235778088750536,0
0.34388521115218396,0.7486242529461927,0.9148643902204485,66.92807479640061,74.9708318302448,-0.415887902639749,-0.13337858453196644,1
9.093204020787821,0.6504391549083848,0.3701587002554444,77.35406596951893,74.82568588267563,-0.12038820559946312,0.23800701528049867,0
2.587799816000169,0.6424202471887338,0.015456616528867428,75.94018937589493,92.5119826903001,0.362270559299412,0.012835823661916958,2
6.62522284353982,0.5184434736772664,0.9283185625877254,84.63400392208865,97.88994309535434,0.17746633939259712,0.6460894969235467,0
3.1171107608941098,0.8047821669899484,0.42818414831731433,85.40374603470575,99.44004255291483,0.45505189008973085,0.05718258776739421,2
5.200680211778108,0.7513395116144308,0.9666548190436696,61.81216039088178,90.13512741035767,-0.32882742726006475,0.42289128692419736,0
5.4671027934327965,0.5257393756249946,0.9636199770892528,74.98450458505884,75.05038342123663,-0.3557942725729449,0.3242435883631067,0
1.8485445552552704,0.6393232321183058,0.8530094554673601,85.03439662856945,63.340028667946754,-0.2964387548289579,-0.26187831611633683,1
9.695846277645586,0.9541329429833268,0.2944488920695857,80.12545034320351,91.08587663709747,0.21055593203371734,0.2008811457041843,0
7.7513282336111455,0.6197809453334862,0.38509772860192526,94.25959364753288,82.3361699894322,0.2907229434949391,0.1750627671677143,0
9.394989415641891,0.5724474360456115,0.8511366715168569,86.3477452647578,76.96888036987906,-0.13547415685076894,0.43203065361875326,0
8.948273504276488,0.7447263801387816,0.31692200515627766,66.51737708325719,96.25417540378945,0.07192381901849795,0.5146616582731374,0
5.978999788110851,0.9928252270553004,0.1694927466860925,62.82274989601719,64.44789929224605,-0.41743234030361687,-0.34818652273060313,1
